Accesion,Length,Hit_identity,Hit_score,E-value,Definition,EC number
WP_159795028,951,694,1451.03,0,formate dehydrogenase subunit alpha [Croceibacterium salegens] >gb|MXO60010.1| formate dehydrogenase subunit alpha [Croceibacterium salegens],1.17.1.9
WP_168352365,950,696,1451.03,0,MULTISPECIES: formate dehydrogenase subunit alpha [unclassified Novosphingobium] >gb|MBB3438895.1| formate dehydrogenase major subunit [Novosphingobium sp. BK361] >gb|MBB3519454.1| formate dehydrogenase major subunit [Novosphingobium sp. BK409] >gb|MBB3548698.1| formate dehydrogenase major subunit [Novosphingobium sp. BK431] >gb|MBB3553242.1| formate dehydrogenase major subunit [Novosphingobium sp. BK448] >gb|MBB3575202.1| formate dehydrogenase major subunit [Novosphingobium sp. BK401] >gb|MBB3579748.1| formate dehydrogenase major subunit [Novosphingobium sp. BK430] >gb|MBB3583892.1| formate dehydrogenase major subunit [Novosphingobium sp. BK455] >gb|MBB3722860.1| formate dehydrogenase major subunit [Novosphingobium sp. BK679] >gb|MBB3757639.1| formate dehydrogenase major subunit [Novosphingobium sp. BK657] >gb|MBB3768315.1| formate dehydrogenase major subunit [Novosphingobium sp. BK727] >gb|NKJ31574.1| formate dehydrogenase major subunit [Novosphingobium sp. SG726],1.17.1.9
MCC0011705,948,686,1451.03,0,formate dehydrogenase subunit alpha [Rhodobiaceae bacterium],1.17.1.9
WP_022677486,950,696,1451.03,0,formate dehydrogenase subunit alpha [Novosphingobium sp. B-7],1.17.1.9
WP_007593363,957,692,1451.03,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. WSM1253] >gb|EIG57357.1| formate dehydrogenase, alpha subunit, archaeal-type [Bradyrhizobium sp. WSM1253],1.17.1.9
WP_074447484,957,696,1451.03,0,formate dehydrogenase subunit alpha [Bradyrhizobium yuanmingense] >gb|TWI30799.1| formate dehydrogenase alpha subunit [Bradyrhizobium yuanmingense] >emb|SCB07152.1| formate dehydrogenase alpha subunit [Bradyrhizobium yuanmingense],1.17.1.9
WP_219680861,957,693,1451.03,0,formate dehydrogenase subunit alpha [Bradyrhizobium canariense] >gb|MBW5434567.1| formate dehydrogenase subunit alpha [Bradyrhizobium canariense],1.17.1.9
WP_092226722,957,691,1451.03,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. Gha] >emb|SFH73037.1| formate dehydrogenase alpha subunit [Bradyrhizobium sp. Gha],1.17.1.9
WP_148751978,957,690,1451.03,0,formate dehydrogenase subunit alpha [Bradyrhizobium cytisi] >gb|TYL83724.1| formate dehydrogenase subunit alpha [Bradyrhizobium cytisi],1.17.1.9
WP_028181553,957,694,1451.03,0,MULTISPECIES: formate dehydrogenase subunit alpha [Bradyrhizobium],1.17.1.9
WP_212398929,957,689,1450.65,0,formate dehydrogenase subunit alpha [Bradyrhizobium jicamae] >gb|MBR0938297.1| formate dehydrogenase subunit alpha [Bradyrhizobium jicamae],1.17.1.9
WP_200495053,957,695,1450.65,0,formate dehydrogenase subunit alpha [Bradyrhizobium diazoefficiens] >gb|QQO12817.1| formate dehydrogenase subunit alpha [Bradyrhizobium diazoefficiens],1.17.1.9
WP_100283303,947,700,1450.65,0,formate dehydrogenase subunit alpha [Sphingomonas sp. Cra20] >gb|ATY33504.1| formate dehydrogenase subunit alpha [Sphingomonas sp. Cra20],1.17.1.9
WP_100177315,961,694,1450.65,0,formate dehydrogenase subunit alpha [Bradyrhizobium nitroreducens] >gb|PIT02119.1| formate dehydrogenase [Bradyrhizobium nitroreducens],1.17.1.9
MBB5557590,950,695,1450.65,0,formate dehydrogenase major subunit [Sphingomonas sp. R3G7C] >gb|NYG69377.1| formate dehydrogenase major subunit [Sphingomonas sp. R3G8C] >gb|NYG79463.1| formate dehydrogenase major subunit [Sphingomonas sp. R3G8B],1.17.1.9
NOW69827,950,695,1450.65,0,formate dehydrogenase major subunit [Novosphingobium sp. SG718],1.17.1.9
WP_212401849,957,691,1450.65,0,formate dehydrogenase subunit alpha [Bradyrhizobium liaoningense] >gb|MBR0713998.1| formate dehydrogenase subunit alpha [Bradyrhizobium liaoningense],1.17.1.9
WP_212470737,957,693,1450.65,0,formate dehydrogenase subunit alpha [Bradyrhizobium liaoningense] >gb|MBR0841363.1| formate dehydrogenase subunit alpha [Bradyrhizobium liaoningense],1.17.1.9
WP_131870184,961,697,1450.65,0,MULTISPECIES: formate dehydrogenase subunit alpha [unclassified Bradyrhizobium] >gb|TCU71475.1| formate dehydrogenase alpha subunit [Bradyrhizobium sp. Y-H1] >gb|TCU73006.1| formate dehydrogenase alpha subunit [Bradyrhizobium sp. R2.2-H],1.17.1.9
WP_212352004,958,695,1450.65,0,formate dehydrogenase subunit alpha [Bradyrhizobium jicamae] >gb|MBR0750691.1| formate dehydrogenase subunit alpha [Bradyrhizobium jicamae],1.17.1.9
WP_150425588,948,688,1450.26,0,formate dehydrogenase subunit alpha [Sphingobium limneticum] >gb|KAA9017580.1| formate dehydrogenase subunit alpha [Sphingobium limneticum] >gb|KAA9030170.1| formate dehydrogenase subunit alpha [Sphingobium limneticum],1.17.1.9
WP_219893555,948,691,1450.26,0,formate dehydrogenase subunit alpha [Aquisediminimonas profunda],1.17.1.9
WP_185984950,957,691,1450.26,0,formate dehydrogenase subunit alpha [Aureimonas mangrovi],1.17.1.9
WP_196410047,956,683,1450.26,0,formate dehydrogenase subunit alpha [Methylosinus sp. H3A] >gb|MBG0811910.1| formate dehydrogenase subunit alpha [Methylosinus sp. H3A],1.17.1.9
WP_129269399,957,688,1450.26,0,formate dehydrogenase subunit alpha [Bradyrhizobium betae] >gb|RXT50043.1| formate dehydrogenase subunit alpha [Bradyrhizobium betae],1.17.1.9
WP_200299356,957,694,1450.26,0,formate dehydrogenase subunit alpha [Bradyrhizobium diazoefficiens] >gb|QQN66426.1| formate dehydrogenase subunit alpha [Bradyrhizobium diazoefficiens],1.17.1.9
MBN8871659,945,700,1450.26,0,formate dehydrogenase subunit alpha [Rhodospirillales bacterium],1.17.1.9
WP_054531585,948,690,1450.26,0,formate dehydrogenase subunit alpha [Erythrobacter sp. SG61-1L] >gb|KPL69325.1| formate dehydrogenase [Erythrobacter sp. SG61-1L],1.17.1.9
WP_212307549,961,696,1450.26,0,formate dehydrogenase subunit alpha [Bradyrhizobium liaoningense] >gb|MBR0905699.1| formate dehydrogenase subunit alpha [Bradyrhizobium liaoningense],1.17.1.9
WP_172784253,957,694,1450.26,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. WBAH10] >gb|NRB86530.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. WBAH10],1.17.1.9
WP_128946284,957,691,1450.26,0,formate dehydrogenase subunit alpha [Bradyrhizobium zhanjiangense] >gb|RXH36565.1| formate dehydrogenase [Bradyrhizobium zhanjiangense],1.17.1.9
WP_036023285,957,695,1450.26,0,formate dehydrogenase subunit alpha [Bradyrhizobium yuanmingense],1.17.1.9
MBN9145990,944,694,1450.26,0,formate dehydrogenase subunit alpha [Novosphingobium sp.] >gb|ODU80446.1| formate dehydrogenase subunit alpha [Novosphingobium sp. SCN 63-17] >gb|OJX95808.1| formate dehydrogenase subunit alpha [Novosphingobium sp. 63-713],1.17.1.9
WP_212281014,957,689,1449.88,0,formate dehydrogenase subunit alpha [Bradyrhizobium japonicum] >gb|MBR0992206.1| formate dehydrogenase subunit alpha [Bradyrhizobium japonicum],1.17.1.9
WP_027531130,957,689,1449.88,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. WSM3983],1.17.1.9
NMN18661,950,696,1449.88,0,formate dehydrogenase major subunit [Novosphingobium sp. SG781] >gb|NMN42711.1| formate dehydrogenase major subunit [Novosphingobium sp. SG774],1.17.1.9
WP_212343980,957,693,1449.88,0,formate dehydrogenase subunit alpha [Bradyrhizobium liaoningense] >gb|MBR0710348.1| formate dehydrogenase subunit alpha [Bradyrhizobium liaoningense],1.17.1.9
WP_207352064,953,695,1449.88,0,formate dehydrogenase subunit alpha [Jiella sp. MQZ13P-4] >gb|MBO0905432.1| formate dehydrogenase subunit alpha [Jiella sp. MQZ13P-4],1.17.1.9
MCC6828256,953,703,1449.88,0,formate dehydrogenase subunit alpha [Novosphingobium sp.],1.17.1.9
WP_211401160,961,694,1449.88,0,formate dehydrogenase subunit alpha [Bradyrhizobium iriomotense] >gb|MBR1126950.1| formate dehydrogenase subunit alpha [Bradyrhizobium iriomotense],1.17.1.9
WP_100230303,961,695,1449.88,0,formate dehydrogenase subunit alpha [Bradyrhizobium forestalis] >gb|PJG57176.1| formate dehydrogenase subunit alpha [Bradyrhizobium forestalis],1.17.1.9
WP_128262579,957,694,1449.49,0,formate dehydrogenase subunit alpha [Bradyrhizobium yuanmingense] >gb|TGN90454.1| formate dehydrogenase subunit alpha [Bradyrhizobium yuanmingense],1.17.1.9
WP_035699630,961,695,1449.11,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. CCBAU 43298],1.17.1.9
WP_200468803,961,691,1449.11,0,formate dehydrogenase subunit alpha [Bradyrhizobium diazoefficiens] >gb|QQO32111.1| formate dehydrogenase subunit alpha [Bradyrhizobium diazoefficiens],1.17.1.9
WP_018315836,961,693,1449.11,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. WSM2793],1.17.1.9
WP_211394166,961,692,1449.11,0,formate dehydrogenase subunit alpha [Bradyrhizobium canariense] >gb|MBR0948983.1| formate dehydrogenase subunit alpha [Bradyrhizobium canariense],1.17.1.9
WP_027569130,957,690,1449.11,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. URHA0013],1.17.1.9
WP_183258690,961,694,1449.11,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. CIR48] >gb|MBB4425470.1| formate dehydrogenase major subunit [Bradyrhizobium sp. CIR48],1.17.1.9
WP_128924751,957,693,1448.72,0,formate dehydrogenase subunit alpha [Bradyrhizobium guangxiense],1.17.1.9
WP_166351478,957,690,1448.72,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. 323S2] >gb|MCA0282576.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. 323S2],1.17.1.9
MCB8837295,953,691,1448.72,0,formate dehydrogenase subunit alpha [Aurantimonas sp. VKM B-3413],1.17.1.9
WP_145613059,953,698,1448.72,0,formate dehydrogenase subunit alpha [Nitrospirillum amazonense] >gb|TWB68845.1| formate dehydrogenase alpha subunit [Nitrospirillum amazonense],1.17.1.9
WP_008070403,947,698,1448.72,0,formate dehydrogenase subunit alpha [Novosphingobium nitrogenifigens] >gb|EGD59520.1| formate dehydrogenase, alpha subunit [Novosphingobium nitrogenifigens DSM 19370],1.17.1.9
WP_008972794,959,694,1448.34,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. STM 3843] >emb|CCE10284.1| Formate dehydrogenase, alpha subunit [Bradyrhizobium sp. STM 3843],1.17.1.9
WP_211410435,957,690,1448.34,0,formate dehydrogenase subunit alpha [Bradyrhizobium iriomotense] >gb|MBR0782515.1| formate dehydrogenase subunit alpha [Bradyrhizobium iriomotense],1.17.1.9
WP_021246746,948,694,1448.34,0,MULTISPECIES: formate dehydrogenase subunit alpha [Sphingobium] >gb|EQA97364.1| formate dehydrogenase subunit alpha [Sphingobium baderi LL03] >gb|KMS63826.1| formate dehydrogenase subunit alpha [Sphingobium baderi LL03] >gb|MBB6192243.1| formate dehydrogenase major subunit [Sphingobium wenxiniae] >gb|TWH95817.1| formate dehydrogenase alpha subunit [Sphingobium wenxiniae],1.17.1.9
WP_063694451,961,691,1448.34,0,formate dehydrogenase subunit alpha [Bradyrhizobium stylosanthis],1.17.1.9
WP_188099205,957,692,1448.34,0,formate dehydrogenase subunit alpha [Bradyrhizobium campsiandrae] >gb|MBC9877957.1| formate dehydrogenase subunit alpha [Bradyrhizobium campsiandrae] >gb|MBC9978301.1| formate dehydrogenase subunit alpha [Bradyrhizobium campsiandrae],1.17.1.9
WP_024507191,959,701,1448.34,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. ARR65],1.17.1.9
WP_061921525,950,703,1448.34,0,formate dehydrogenase subunit alpha [Altererythrobacter epoxidivorans] >gb|ALE15474.1| NAD-dependent formate dehydrogenase alpha subunit [Altererythrobacter epoxidivorans],1.17.1.9
WP_094975080,957,691,1448.34,0,formate dehydrogenase subunit alpha [Bradyrhizobium symbiodeficiens] >gb|AWM06614.1| formate dehydrogenase subunit alpha [Bradyrhizobium symbiodeficiens],1.17.1.9
WP_145748304,953,697,1448.34,0,formate dehydrogenase subunit alpha [Nitrospirillum amazonense] >gb|TWB24731.1| formate dehydrogenase alpha subunit [Nitrospirillum amazonense],1.17.1.9
NBR30603,947,696,1448.34,0,formate dehydrogenase subunit alpha [Sphingomonadaceae bacterium] >gb|NBU77726.1| formate dehydrogenase subunit alpha [Sphingomonadaceae bacterium] >gb|NCA00788.1| formate dehydrogenase subunit alpha [Sphingomonadaceae bacterium],1.17.1.9
WP_208072357,961,690,1447.95,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. 38S5] >gb|MCA0842298.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. 38S5],1.17.1.9
WP_211937217,947,695,1447.95,0,formate dehydrogenase subunit alpha [Caulobacter sp. S6] >gb|QUD87165.1| formate dehydrogenase subunit alpha [Caulobacter sp. S6],1.17.1.9
WP_214486677,957,687,1447.95,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. SRL28] >gb|MBT1509763.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. SRL28],1.17.1.9
NBU84844,948,700,1447.95,0,formate dehydrogenase subunit alpha [Sphingomonadaceae bacterium],1.17.1.9
WP_106942418,961,692,1447.95,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. MOS002] >gb|PSO32040.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. MOS002],1.17.1.9
MBB36091,948,690,1447.95,0,formate dehydrogenase subunit alpha [Hirschia sp.] >gb|MBF19791.1| formate dehydrogenase subunit alpha [Hirschia sp.],1.17.1.9
WP_092024012,957,686,1447.95,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. OK095] >emb|SEM50314.1| formate dehydrogenase alpha subunit [Bradyrhizobium sp. OK095],1.17.1.9
WP_150411905,948,687,1447.95,0,formate dehydrogenase subunit alpha [Sphingobium limneticum] >gb|KAA9016183.1| formate dehydrogenase subunit alpha [Sphingobium limneticum] >gb|MBU0933477.1| formate dehydrogenase subunit alpha [Alphaproteobacteria bacterium],1.17.1.9
MBN8897013,945,699,1447.95,0,formate dehydrogenase subunit alpha [Rhodospirillales bacterium],1.17.1.9
WP_027516981,961,692,1447.57,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. WSM1417],1.17.1.9
WP_168556256,950,694,1447.57,0,formate dehydrogenase subunit alpha [Novosphingobium sp. SG720] >gb|NKJ43136.1| formate dehydrogenase major subunit [Novosphingobium sp. SG720],1.17.1.9
MBI1201858,947,693,1447.57,0,formate dehydrogenase subunit alpha [Rhodopseudomonas sp.],1.17.1.9
WP_120076508,951,694,1447.57,0,formate dehydrogenase subunit alpha [Aurantiacibacter odishensis],1.17.1.9
MBU6297030,948,697,1447.57,0,formate dehydrogenase subunit alpha [Alphaproteobacteria bacterium],1.17.1.9
WP_183188798,951,688,1447.57,0,formate dehydrogenase subunit alpha [Angulomicrobium tetraedrale] >gb|MBB3770609.1| formate dehydrogenase major subunit [Angulomicrobium tetraedrale],1.17.1.9
TXH83415,958,678,1447.57,0,formate dehydrogenase subunit alpha [Rhizobium sp.],1.17.1.9
WP_211382962,957,690,1447.57,0,formate dehydrogenase subunit alpha [Bradyrhizobium japonicum] >gb|MBR0971045.1| formate dehydrogenase subunit alpha [Bradyrhizobium japonicum],1.17.1.9
WP_135164139,961,695,1447.18,0,formate dehydrogenase subunit alpha [Bradyrhizobium frederickii] >gb|TFV75812.1| formate dehydrogenase subunit alpha [Bradyrhizobium frederickii],1.17.1.9
TMJ48594,958,689,1447.18,0,formate dehydrogenase subunit alpha [Alphaproteobacteria bacterium],1.17.1.9
WP_079568404,958,692,1447.18,0,formate dehydrogenase subunit alpha [Bradyrhizobium erythrophlei] >emb|SHH00476.1| formate dehydrogenase alpha subunit [Bradyrhizobium erythrophlei],1.17.1.9
WP_212256908,961,695,1447.18,0,formate dehydrogenase subunit alpha [Bradyrhizobium liaoningense] >gb|MBR1168409.1| formate dehydrogenase subunit alpha [Bradyrhizobium liaoningense],1.17.1.9
MBN8996455,946,695,1446.8,0,formate dehydrogenase subunit alpha [Hyphomicrobiales bacterium],1.17.1.9
WP_212288469,961,694,1446.8,0,formate dehydrogenase subunit alpha [Bradyrhizobium liaoningense] >gb|MBR0738452.1| formate dehydrogenase subunit alpha [Bradyrhizobium liaoningense],1.17.1.9
MBS0247870,958,677,1446.8,0,formate dehydrogenase subunit alpha [Proteobacteria bacterium],1.17.1.9
WP_157282481,957,690,1446.8,0,formate dehydrogenase subunit alpha [Bradyrhizobium yuanmingense] >gb|MVT50451.1| formate dehydrogenase subunit alpha [Bradyrhizobium yuanmingense],1.17.1.9
OYW45949,949,690,1446.41,0,formate dehydrogenase subunit alpha [Sphingomonadales bacterium 12-68-11] >gb|OYX10588.1| formate dehydrogenase subunit alpha [Sphingomonadales bacterium 32-68-7],1.17.1.9
MBV9983909,957,691,1446.41,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp.],1.17.1.9
MBV8918197,957,691,1446.41,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp.],1.17.1.9
MCB1495256,947,695,1446.41,0,formate dehydrogenase subunit alpha [Bauldia sp.],1.17.1.9
WP_145663190,961,690,1446.41,0,formate dehydrogenase subunit alpha [Bradyrhizobium stylosanthis] >gb|TWA99374.1| formate dehydrogenase alpha subunit [Bradyrhizobium stylosanthis],1.17.1.9
WP_163460649,953,692,1446.41,0,formate dehydrogenase subunit alpha [Jiella pacifica] >gb|NDW03027.1| formate dehydrogenase subunit alpha [Jiella pacifica],1.17.1.9
WP_195799061,961,689,1446.41,0,formate dehydrogenase subunit alpha [Bradyrhizobium genosp. B] >gb|QPF89525.1| formate dehydrogenase subunit alpha [Bradyrhizobium genosp. B],1.17.1.9
MBL8551680,947,677,1446.41,0,formate dehydrogenase subunit alpha [Hyphomonadaceae bacterium],1.17.1.9
MBN8818250,951,684,1446.03,0,formate dehydrogenase subunit alpha [Sphingomonas sp.],1.17.1.9
WP_074116549,957,689,1446.03,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. AS23.2] >gb|OKO87239.1| formate dehydrogenase [Bradyrhizobium sp. AS23.2],1.17.1.9
WP_183617836,947,693,1446.03,0,formate dehydrogenase subunit alpha [Novosphingobium fluoreni] >gb|MBB3941203.1| formate dehydrogenase major subunit [Novosphingobium fluoreni],1.17.1.9
WP_025035152,957,691,1446.03,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. DOA9] >dbj|GAJ34163.1| formate dehydrogenase alpha chain [Bradyrhizobium sp. DOA9],1.17.1.9
WP_166817338,961,693,1445.64,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. 1(2017)] >gb|QIO35132.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. 1(2017)],1.17.1.9
WP_145616638,953,698,1445.64,0,formate dehydrogenase subunit alpha [Nitrospirillum amazonense] >gb|TWB28554.1| formate dehydrogenase alpha subunit [Nitrospirillum amazonense],1.17.1.9
WP_129965640,948,688,1445.64,0,formate dehydrogenase subunit alpha [Sphingobium indicum] >gb|NYI24350.1| formate dehydrogenase major subunit [Sphingobium indicum] >gb|RYL98557.1| formate dehydrogenase subunit alpha [Sphingobium indicum],1.17.1.9
WP_134763112,953,690,1445.25,0,formate dehydrogenase subunit alpha [Jiella endophytica] >gb|TFF20463.1| formate dehydrogenase subunit alpha [Jiella endophytica],1.17.1.9
MCC6007150,967,702,1445.25,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium],1.17.1.9
WP_107342920,948,693,1445.25,0,formate dehydrogenase subunit alpha [Rhodopseudomonas palustris] >gb|AVT74809.1| formate dehydrogenase subunit alpha [Rhodopseudomonas palustris],1.17.1.9
WP_211969598,958,691,1445.25,0,MULTISPECIES: formate dehydrogenase subunit alpha [unclassified Bradyrhizobium] >gb|MBR1220633.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. U87765 SZCCT0131] >gb|MBR1262913.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. U87765 SZCCT0134] >gb|MBR1307205.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. U87765 SZCCT0110] >gb|MBR1322908.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. U87765 SZCCT0109] >gb|MBR1346159.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. U87765 SZCCT0048],1.17.1.9
WP_209488785,943,682,1445.25,0,formate dehydrogenase subunit alpha [Xanthobacter flavus] >gb|MBP2151506.1| formate dehydrogenase major subunit [Xanthobacter flavus],1.17.1.9
WP_176598209,948,688,1444.87,0,formate dehydrogenase subunit alpha [Sphingobium sp. 15-1],1.17.1.9
WP_222885178,948,690,1444.87,0,formate dehydrogenase subunit alpha [Sphingobium sp. PNB] >gb|MCB4858007.1| formate dehydrogenase subunit alpha [Sphingobium sp. PNB],1.17.1.9
WP_158671786,961,694,1444.87,0,formate dehydrogenase subunit alpha [Bradyrhizobium guangdongense],1.17.1.9
